application_number,billed_entity_number,billed_entity_name,district,funding_year,certified_date,function,service_type,form_pdf,rfp_url
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Sample%20Master%20Agreement%20Template%20w%20Federal%20Terms%20and%20Conditions.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/20210072N%20BN%20Attachment%20P%20Price%20Schedule.xlsx
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/20210072N%20BN%20District%20Firewall%20Solution.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Exhibit%203%20ESC%20Data%20Network.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Exhibit%204%20OHS%20Data%20Network.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Sample%20Master%20Agreement%20Template%20w%20Federal%20Terms%20and%20Conditions.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/20210072N%20BN%20Attachment%20P%20Price%20Schedule.xlsx
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/20210072N%20BN%20District%20Firewall%20Solution.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Exhibit%203%20ESC%20Data%20Network.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Sample%20Master%20Agreement%20Template%20w%20Federal%20Terms%20and%20Conditions.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Exhibit%204%20OHS%20Data%20Network.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Exhibit%203%20ESC%20Data%20Network.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/20210072N%20BN%20District%20Firewall%20Solution.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Sample%20Master%20Agreement%20Template%20w%20Federal%20Terms%20and%20Conditions.pdf
210009138,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2021,2020-12-16,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/Original/USAC_FCC_FORM_470_APPLICATION_210009138_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334835/210009138/20210072N%20BN%20Attachment%20P%20Price%20Schedule.xlsx
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Or%20Equivalent%20Equipment%20Current%20Sites.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/JK21_RFP_Amendment%20470%20extension.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/JK21_RFP_Amendment_Second%20470%20Extension.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Or%20Equivalent%20Equipment%20Current%20Sites.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Or%20Equivalent%20Equipment%20Golfair%20Site.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/JK21_RFP_Amendment%20470%20extension.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/JK21_RFP_Amendment_Second%20470%20Extension.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Or%20Equivalent%20Equipment%20Golfair%20Site.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/JK21_RFP_Amendment%20470%20extension.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/JK21_RFP_Amendment_Second%20470%20Extension.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Or%20Equivalent%20Equipment%20Current%20Sites.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Or%20Equivalent%20Equipment%20Golfair%20Site.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/JK21_RFP_Amendment%20470%20extension.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/JK21_RFP_Amendment_Second%20470%20Extension.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Or%20Equivalent%20Equipment%20Current%20Sites.pdf
210009062,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Current/USAC_FCC_FORM_470_APPLICATION_210009062_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/210009062/Or%20Equivalent%20Equipment%20Golfair%20Site.pdf
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/21%20328P%20WH%20Addendum_1.pdf
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Mylink%20Bidding%20System%20Printout.pdf
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Mylink%20Bidding%20System%20Printout.pdf
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/21%20328P%20WH%20Addendum_1.pdf
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/21%20328%20P%20WH%20Data%20Center%20Firewalls.pdf
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/21%20328%20P%20WH%20Attachment%20C%20Price%20Sheet.xlsx
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/21%20328%20P%20WH%20%20Addendum%202.pdf
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/21%20328%20P%20WH%20%20Addendum%202.pdf
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/21%20328%20P%20WH%20Attachment%20C%20Price%20Sheet.xlsx
210009478,127700,BREVARD COUNTY SCHOOL DISTRICT,Brevard Public Schools,2021,2020-12-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/Current/USAC_FCC_FORM_470_APPLICATION_210009478_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334864/210009478/21%20328%20P%20WH%20Data%20Center%20Firewalls.pdf
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Ex%20E%20%20%20Exceptions%20to%20solicitation.docx
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/RFP%20Firewall.docx
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Addendum%201.docx
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Ex%20B%20%20Pricing.xlsx
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Ex%20B%201%20%20Warranty%20Service%20and%20Other.xlsx
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Ex%20C%20%20USAC%20Compliance%20and%20Other.docx
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Ex%20D%20%20References%20and%20Claims.docx
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Ex%20F%20%20Certifications.pdf
210010355,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2021,2020-12-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Current/USAC_FCC_FORM_470_APPLICATION_210010355_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/210010355/Ex%20A%20%20Bid%20Submission%20Form.docx
210010905,211833,ROWLETT ACADEMY,,2021,2020-12-30,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/362203/210010905/Original/USAC_FCC_FORM_470_APPLICATION_210010905_CERTIFIED.pdf,
210010905,211833,ROWLETT ACADEMY,,2021,2020-12-30,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/362203/210010905/Original/USAC_FCC_FORM_470_APPLICATION_210010905_CERTIFIED.pdf,
210012523,17023754,Academy for Positive Learning II,,2021,2021-01-08,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17023754/210012523/Original/USAC_FCC_FORM_470_APPLICATION_210012523_CERTIFIED.pdf,
210013728,17024794,Easterseals Southwest Florida,,2021,2021-01-13,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024794/210013728/Original/USAC_FCC_FORM_470_APPLICATION_210013728_CERTIFIED.pdf,
210013728,17024794,Easterseals Southwest Florida,,2021,2021-01-13,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024794/210013728/Original/USAC_FCC_FORM_470_APPLICATION_210013728_CERTIFIED.pdf,
210015790,16051551,"COMMUNITY ACTION PROGRAM COMMITTEE, INC.",,2021,2021-01-21,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401479/210015790/Current/USAC_FCC_FORM_470_APPLICATION_210015790_CERTIFIED.pdf,
210016179,16050397,CHILDRENS EDUCATIONAL SERVICES,,2021,2021-01-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/384899/210016179/Original/USAC_FCC_FORM_470_APPLICATION_210016179_CERTIFIED.pdf,
210017629,16057893,"FLORENCE FULLER CHILD DEVELOPMENT CENTERS, INC",,2021,2021-01-28,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401622/210017629/Original/USAC_FCC_FORM_470_APPLICATION_210017629_CERTIFIED.pdf,
210017629,16057893,"FLORENCE FULLER CHILD DEVELOPMENT CENTERS, INC",,2021,2021-01-28,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401622/210017629/Original/USAC_FCC_FORM_470_APPLICATION_210017629_CERTIFIED.pdf,
210017744,127617,GADSDEN COUNTY SCHOOL DISTRICT,Gadsden County Public Schools,2021,2021-01-29,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334782/210017744/Current/USAC_FCC_FORM_470_APPLICATION_210017744_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334782/210017744/Gadsden%202021%20RFP%20C2.xlsx
210018090,17019223,Beacon College Prep Inc,,2021,2021-02-02,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17019223/210018090/Original/USAC_FCC_FORM_470_APPLICATION_210018090_CERTIFIED.pdf,
210020512,127614,TAYLOR COUNTY SCHOOL DISTRICT,Taylor County School District,2021,2021-02-08,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334779/210020512/Original/USAC_FCC_FORM_470_APPLICATION_210020512_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334779/210020512/2021%20Erate%20CAT2_2_8_21.pdf
210019703,17002036,The Charter Schools of Excellence,,2021,2021-02-08,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/210019703/Original/USAC_FCC_FORM_470_APPLICATION_210019703_CERTIFIED.pdf,
210019703,17002036,The Charter Schools of Excellence,,2021,2021-02-08,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/210019703/Original/USAC_FCC_FORM_470_APPLICATION_210019703_CERTIFIED.pdf,
210019703,17002036,The Charter Schools of Excellence,,2021,2021-02-08,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/210019703/Original/USAC_FCC_FORM_470_APPLICATION_210019703_CERTIFIED.pdf,
210020949,16073516,SAN JOSE ACADEMY,,2021,2021-02-09,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/397463/210020949/Original/USAC_FCC_FORM_470_APPLICATION_210020949_CERTIFIED.pdf,
210020830,17024170,True North Classical Academy,,2021,2021-02-11,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024170/210020830/Original/USAC_FCC_FORM_470_APPLICATION_210020830_CERTIFIED.pdf,
210020830,17024170,True North Classical Academy,,2021,2021-02-11,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024170/210020830/Original/USAC_FCC_FORM_470_APPLICATION_210020830_CERTIFIED.pdf,
210020830,17024170,True North Classical Academy,,2021,2021-02-11,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024170/210020830/Original/USAC_FCC_FORM_470_APPLICATION_210020830_CERTIFIED.pdf,
210020830,17024170,True North Classical Academy,,2021,2021-02-11,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024170/210020830/Original/USAC_FCC_FORM_470_APPLICATION_210020830_CERTIFIED.pdf,
210024739,16050397,CHILDRENS EDUCATIONAL SERVICES,,2021,2021-02-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/384899/210024739/Original/USAC_FCC_FORM_470_APPLICATION_210024739_CERTIFIED.pdf,
210025385,16051277,"Haitian Youth and Community Center of Florida, Inc.",,2021,2021-02-23,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/385396/210025385/Original/USAC_FCC_FORM_470_APPLICATION_210025385_CERTIFIED.pdf,
210025385,16051277,"Haitian Youth and Community Center of Florida, Inc.",,2021,2021-02-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/385396/210025385/Original/USAC_FCC_FORM_470_APPLICATION_210025385_CERTIFIED.pdf,
210025423,16068847,UCP OF CENTRAL FLORIDA,,2021,2021-02-24,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401803/210025423/Original/USAC_FCC_FORM_470_APPLICATION_210025423_CERTIFIED.pdf,
210026843,127639,GULF COUNTY SCHOOL DISTRICT,Gulf County School District,2021,2021-02-25,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334803/210026843/Original/USAC_FCC_FORM_470_APPLICATION_210026843_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334803/210026843/RFP%20Gulf%20County%20Internal%20Connections.xlsx
210026843,127639,GULF COUNTY SCHOOL DISTRICT,Gulf County School District,2021,2021-02-25,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334803/210026843/Original/USAC_FCC_FORM_470_APPLICATION_210026843_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334803/210026843/RFP%20Gulf%20County%20Internal%20Connections.xlsx
210026284,17027927,Individual Education Plan Academy Inc.,,2021,2021-02-25,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17027927/210026284/Original/USAC_FCC_FORM_470_APPLICATION_210026284_CERTIFIED.pdf,
210026284,17027927,Individual Education Plan Academy Inc.,,2021,2021-02-25,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17027927/210026284/Original/USAC_FCC_FORM_470_APPLICATION_210026284_CERTIFIED.pdf,
210027254,17028049,CHOSEN GENERATION CHRISTIAN ACADEMY INC.,,2021,2021-03-11,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17028049/210027254/Original/USAC_FCC_FORM_470_APPLICATION_210027254_CERTIFIED.pdf,
